id	len	species
CAKM01000256_39259	140	PNEJI
CAKM01000256_47211	758	PNEJI
CAKM01000256_48407	49	PNEJI
CAKM01000256_54785	2569	PNEJI
CAKM01000256_58245	202	PNEJI
CAKM01000256_59204	217	PNEJI
CAKM01000256_60047	427	PNEJI
CAKM01000256_61512	300	PNEJI
CAKM01000256_62793	739	PNEJI
CAKM01000256_64377	311	PNEJI
CAKM01000256_67861	171	PNEJI
CAKM01000256_69568	34	PNEJI
CAKM01000256_70142	205	PNEJI
CAKM01000256_70829	603	PNEJI
CAKM01000257_2021	519	PNEJI
CAKM01000257_4029	170	PNEJI
CAKM01000257_7871	4575	PNEJI
CAKM01000257_13508	1470	PNEJI
CAKM01000257_18262	763	PNEJI
CAKM01000257_23052	803	PNEJI
CAKM01000257_25032	3831	PNEJI
CAKM01000257_29460	2239	PNEJI
CAKM01000257_33524	2285	PNEJI
CAKM01000257_36621	557	PNEJI
CAKM01000257_37411	884	PNEJI
CAKM01000257_40850	519	PNEJI
CAKM01000257_43459	5763	PNEJI
CAKM01000257_51112	234	PNEJI
CAKM01000257_52880	167	PNEJI
CAKM01000257_53657	2100	PNEJI
CAKM01000257_62285	445	PNEJI
CAKM01000257_64630	961	PNEJI
CAKM01000257_66068	111	PNEJI
CAKM01000257_66542	584	PNEJI
CAKM01000257_70469	813	PNEJI
CAKM01000257_74627	778	PNEJI
CAKM01000257_76006	198	PNEJI
CAKM01000257_77694	58	PNEJI
CAKM01000257_78802	4725	PNEJI
CAKM01000258_1094	1345	PNEJI
CAKM01000258_3992	72	PNEJI
CAKM01000258_5096	241	PNEJI
CAKM01000258_5562	1176	PNEJI
CAKM01000258_11401	685	PNEJI
CAKM01000258_12498	389	PNEJI
CAKM01000258_13939	379	PNEJI
CAKM01000258_14576	1179	PNEJI
CAKM01000258_16272	390	PNEJI
CAKM01000258_17004	1010	PNEJI
CAKM01000258_18428	1981	PNEJI
CAKM01000258_21470	368	PNEJI
CAKM01000258_22975	151	PNEJI
CAKM01000258_24039	789	PNEJI
CAKM01000258_30504	66	PNEJI
CAKM01000258_33201	865	PNEJI
CAKM01000258_38166	55	PNEJI
CAKM01000258_38804	287	PNEJI
CAKM01000258_40165	1284	PNEJI
CAKM01000258_41874	607	PNEJI
CAKM01000258_43701	463	PNEJI
CAKM01000258_45691	315	PNEJI
CAKM01000258_48581	5090	PNEJI
CAKM01000258_54778	1533	PNEJI
CAKM01000258_57208	335	PNEJI
CAKM01000258_59274	1446	PNEJI
CAKM01000259_1362	376	PNEJI
CAKM01000259_2907	1077	PNEJI
CAKM01000259_5003	461	PNEJI
CAKM01000259_6926	155	PNEJI
CAKM01000259_8575	299	PNEJI
CAKM01000259_12141	99	PNEJI
CAKM01000259_12783	727	PNEJI
CAKM01000259_14977	539	PNEJI
CAKM01000259_16039	18	PNEJI
CAKM01000259_17264	1175	PNEJI
CAKM01000259_19915	1020	PNEJI
CAKM01000259_23183	905	PNEJI
CAKM01000259_24503	64	PNEJI
CAKM01000259_25518	2757	PNEJI
CAKM01000259_29546	343	PNEJI
CAKM01000259_30779	86	PNEJI
CAKM01000259_31197	409	PNEJI
CAKM01000259_33223	58	PNEJI
CAKM01000259_37377	1331	PNEJI
CAKM01000259_40061	1794	PNEJI
CAKM01000259_42835	352	PNEJI
CAKM01000259_44198	405	PNEJI
CAKM01000259_48050	546	PNEJI
CAKM01000259_49440	153	PNEJI
CAKM01000259_54623	116	PNEJI
CAKM01000259_55405	29	PNEJI
CAKM01000259_56410	1047	PNEJI
CAKM01000259_58495	406	PNEJI
CAKM01000260_315	3705	PNEJI
CAKM01000260_7786	170	PNEJI
CAKM01000260_8168	6	PNEJI
CAKM01000260_9372	256	PNEJI
CAKM01000260_11119	1885	PNEJI
CAKM01000260_13103	176	PNEJI
CAKM01000260_13359	3329	PNEJI
CAKM01000260_17191	81	PNEJI
CAKM01000260_20261	394	PNEJI
CAKM01000260_23394	70	PNEJI
CAKM01000260_24170	3426	PNEJI
CAKM01000260_29239	492	PNEJI
CAKM01000260_31048	157	PNEJI
CAKM01000260_33116	1767	PNEJI
CAKM01000260_36327	395	PNEJI
CAKM01000260_37366	340	PNEJI
CAKM01000260_38135	225	PNEJI
CAKM01000260_39672	5802	PNEJI
CAKM01000260_49279	516	PNEJI
CAKM01000260_50423	83	PNEJI
CAKM01000261_1439	511	PNEJI
CAKM01000261_2516	803	PNEJI
CAKM01000261_3984	159	PNEJI
CAKM01000261_4747	36	PNEJI
CAKM01000261_6567	200	PNEJI
CAKM01000261_7422	1829	PNEJI
CAKM01000261_9729	317	PNEJI
CAKM01000261_11049	39	PNEJI
CAKM01000261_11885	98	PNEJI
CAKM01000261_13033	251	PNEJI
CAKM01000261_14932	780	PNEJI
CAKM01000261_16528	573	PNEJI
CAKM01000261_17901	999	PNEJI
CAKM01000261_19492	9	PNEJI
CAKM01000261_20026	1846	PNEJI
CAKM01000261_22197	354	PNEJI
CAKM01000261_22977	557	PNEJI
CAKM01000261_25410	168	PNEJI
CAKM01000261_26150	1140	PNEJI
CAKM01000262_1395	74	PNEJI
CAKM01000262_2483	187	PNEJI
CAKM01000262_3277	237	PNEJI
CAKM01000262_4726	2493	PNEJI
CAKM01000262_7992	224	PNEJI
CAKM01000262_10237	305	PNEJI
CAKM01000262_12362	640	PNEJI
CAKM01000262_14463	710	PNEJI
CAKM01000262_16195	691	PNEJI
CAKM01000262_18068	981	PNEJI
CAKM01000262_20449	91	PNEJI
CAKM01000262_21197	365	PNEJI
CAKM01000262_22954	257	PNEJI
CAKM01000262_25458	40	PNEJI
CAKM01000262_26655	11	PNEJI
CAKM01000262_28262	62	PNEJI
CAKM01000262_29401	384	PNEJI
CAKM01000262_31641	2588	PNEJI
CAKM01000262_36442	222	PNEJI
CAKM01000262_38162	4012	PNEJI
CAKM01000262_45890	339	PNEJI
CAKM01000262_46774	306	PNEJI
CAKM01000262_48132	187	PNEJI
CAKM01000262_55797	3337	PNEJI
CAKM01000262_59778	983	PNEJI
CAKM01000262_61937	737	PNEJI
CAKM01000262_64801	78	PNEJI
CAKM01000262_65177	219	PNEJI
CAKM01000262_66008	2447	PNEJI
CAKM01000262_68908	402	PNEJI
CAKM01000262_70391	270	PNEJI
CAKM01000262_71399	198	PNEJI
CAKM01000262_73481	293	PNEJI
CAKM01000262_75222	3799	PNEJI
CAKM01000262_80111	87	PNEJI
CAKM01000262_82554	761	PNEJI
CAKM01000262_85723	430	PNEJI
CAKM01000262_87469	64	PNEJI
CAKM01000262_88155	426	PNEJI
CAKM01000263_2445	965	PNEJI
CAKM01000263_5506	1016	PNEJI
CAKM01000263_7787	1727	PNEJI
CAKM01000263_10536	597	PNEJI
CAKM01000263_12257	2612	PNEJI
CAKM01000263_15103	697	PNEJI
CAKM01000263_16987	1427	PNEJI
CAKM01000263_18799	2497	PNEJI
CAKM01000263_21548	11	PNEJI
CAKM01000263_21775	2472	PNEJI
CAKM01000263_26132	131	PNEJI
CAKM01000263_27350	160	PNEJI
CAKM01000263_29873	24	PNEJI
CAKM01000263_30318	26	PNEJI
CAKM01000263_30814	844	PNEJI
CAKM01000263_32328	641	PNEJI
CAKM01000263_35221	714	PNEJI
CAKM01000263_40532	849	PNEJI
CAKM01000263_42650	343	PNEJI
CAKM01000263_45815	636	PNEJI
CAKM01000263_48355	442	PNEJI
CAKM01000263_49403	1484	PNEJI
CAKM01000263_54403	399	PNEJI
CAKM01000263_54990	86	PNEJI
CAKM01000263_56649	1315	PNEJI
CAKM01000263_59479	539	PNEJI
CAKM01000263_62705	1201	PNEJI
CAKM01000264_2204	269	PNEJI
CAKM01000264_6682	1235	PNEJI
CAKM01000264_10081	672	PNEJI
CAKM01000264_14381	315	PNEJI
CAKM01000264_15492	211	PNEJI
CAKM01000264_16267	962	PNEJI
CAKM01000264_18857	1329	PNEJI
CAKM01000264_23078	1639	PNEJI
CAKM01000264_26118	514	PNEJI
CAKM01000264_27837	1299	PNEJI
CAKM01000264_29766	144	PNEJI
CAKM01000264_30624	68	PNEJI
CAKM01000264_33678	230	PNEJI
CAKM01000264_34681	1011	PNEJI
CAKM01000264_36124	820	PNEJI
CAKM01000264_39047	184	PNEJI
CAKM01000264_42071	1628	PNEJI
CAKM01000264_45818	777	PNEJI
CAKM01000264_47123	375	PNEJI
CAKM01000264_48599	2231	PNEJI
CAKM01000264_51401	61	PNEJI
CAKM01000264_53377	323	PNEJI
CAKM01000265_3326	660	PNEJI
CAKM01000265_4945	586	PNEJI
CAKM01000265_6578	424	PNEJI
CAKM01000265_9174	171	PNEJI
CAKM01000265_15717	595	PNEJI
CAKM01000265_17504	178	PNEJI
CAKM01000265_18393	1392	PNEJI
CAKM01000265_19877	724	PNEJI
CAKM01000265_23645	564	PNEJI
CAKM01000265_24633	460	PNEJI
CAKM01000265_25829	48	PNEJI
CAKM01000265_26283	176	PNEJI
CAKM01000265_27819	64	PNEJI
CAKM01000265_28680	363	PNEJI
CAKM01000265_29284	564	PNEJI
CAKM01000265_31704	610	PNEJI
CAKM01000265_33461	775	PNEJI
CAKM01000265_34801	2040	PNEJI
CAKM01000265_38034	102	PNEJI
CAKM01000265_38601	7	PNEJI
CAKM01000266_513	129	PNEJI
CAKM01000266_1539	1012	PNEJI
CAKM01000266_2983	233	PNEJI
CAKM01000266_5010	2052	PNEJI
CAKM01000266_7287	740	PNEJI
CAKM01000266_9184	871	PNEJI
CAKM01000266_12275	152	PNEJI
CAKM01000266_14314	1551	PNEJI
CAKM01000266_16246	1831	PNEJI
CAKM01000266_19102	135	PNEJI
CAKM01000266_21653	528	PNEJI
CAKM01000266_26330	544	PNEJI
CAKM01000266_28960	175	PNEJI
CAKM01000267_1456	66	PNEJI
CAKM01000268_2008	130	PNEJI
CAKM01000268_3052	155	PNEJI
CAKM01000268_3757	100	PNEJI
CAKM01000268_5524	541	PNEJI
CAKM01000268_8457	526	PNEJI
CAKM01000268_9834	355	PNEJI
CAKM01000268_10964	452	PNEJI
CAKM01000268_12605	274	PNEJI
CAKM01000268_14043	13	PNEJI
CAKM01000268_14855	2585	PNEJI
CAKM01000268_19402	640	PNEJI
CAKM01000268_21113	424	PNEJI
CAKM01000268_23937	4104	PNEJI
CAKM01000268_28672	781	PNEJI
CAKM01000268_30983	960	PNEJI
CAKM01000269_2790	167	PNEJI
CAKM01000269_5572	1178	PNEJI
CAKM01000269_10375	475	PNEJI
CAKM01000269_14022	1427	PNEJI
CAKM01000269_18621	421	PNEJI
CAKM01000269_20203	277	PNEJI
CAKM01000269_21422	1515	PNEJI
CAKM01000269_24760	737	PNEJI
CAKM01000269_25700	4799	PNEJI
CAKM01000269_31277	1539	PNEJI
CAKM01000269_35575	295	PNEJI
CAKM01000269_36696	136	PNEJI
CAKM01000269_37533	167	PNEJI
CAKM01000269_39758	102	PNEJI
CAKM01000269_41608	63	PNEJI
CAKM01000269_43108	967	PNEJI
CAKM01000269_45171	129	PNEJI
CAKM01000269_46079	235	PNEJI
CAKM01000269_51384	1229	PNEJI
CAKM01000269_54840	70	PNEJI
CAKM01000269_55480	902	PNEJI
CAKM01000269_56843	130	PNEJI
CAKM01000269_59904	1502	PNEJI
CAKM01000270_696	7	PNEJI
CAKM01000270_1429	538	PNEJI
CAKM01000270_3431	387	PNEJI
CAKM01000270_4300	60	PNEJI
CAKM01000270_5204	691	PNEJI
CAKM01000270_6612	1315	PNEJI
CAKM01000270_9209	469	PNEJI
CAKM01000270_10604	74	PNEJI
CAKM01000270_12465	13	PNEJI
CAKM01000270_12956	1279	PNEJI
CAKM01000270_16610	365	PNEJI
CAKM01000270_17956	743	PNEJI
CAKM01000270_19302	689	PNEJI
CAKM01000270_20941	331	PNEJI
CAKM01000270_22983	1073	PNEJI
CAKM01000270_25586	108	PNEJI
CAKM01000270_26147	2352	PNEJI
CAKM01000270_31235	230	PNEJI
CAKM01000270_31885	529	PNEJI
CAKM01000270_35623	3304	PNEJI
CAKM01000270_41874	519	PNEJI
CAKM01000270_43131	394	PNEJI
CAKM01000270_45245	4148	PNEJI
CAKM01000270_54733	800	PNEJI
CAKM01000270_56387	316	PNEJI
CAKM01000270_57727	1991	PNEJI
CAKM01000270_60860	773	PNEJI
CAKM01000270_63186	5598	PNEJI
CAKM01000270_71208	617	PNEJI
CAKM01000270_73071	56	PNEJI
CAKM01000270_82321	951	PNEJI
CAKM01000270_83519	922	PNEJI
CAKM01000270_85124	528	PNEJI
CAKM01000270_87543	972	PNEJI
CAKM01000270_90162	387	PNEJI
CAKM01000270_90788	4400	PNEJI
CAKM01000270_97404	651	PNEJI
CAKM01000270_98721	238	PNEJI
CAKM01000270_99209	84	PNEJI
CAKM01000271_2069	1811	PNEJI
CAKM01000271_4978	1816	PNEJI
CAKM01000271_7911	201	PNEJI
CAKM01000271_8194	200	PNEJI
CAKM01000271_9053	126	PNEJI
CAKM01000271_12322	48	PNEJI
CAKM01000271_15543	7374	PNEJI
CAKM01000271_23558	936	PNEJI
CAKM01000271_25734	650	PNEJI
CAKM01000271_29180	1480	PNEJI
CAKM01000271_31546	2661	PNEJI
CAKM01000271_34571	765	PNEJI
CAKM01000271_36099	1135	PNEJI
CAKM01000271_38452	558	PNEJI
CAKM01000271_41713	218	PNEJI
CAKM01000271_42762	1813	PNEJI
CAKM01000271_45132	169	PNEJI
CAKM01000271_47976	1033	PNEJI
CAKM01000272_2757	200	PNEJI
CAKM01000272_5089	337	PNEJI
CAKM01000272_7004	485	PNEJI
CAKM01000272_9577	465	PNEJI
CAKM01000272_11401	78	PNEJI
CAKM01000272_12045	565	PNEJI
CAKM01000272_16357	1322	PNEJI
CAKM01000272_17920	135	PNEJI
CAKM01000272_18988	133	PNEJI
CAKM01000272_20158	315	PNEJI
CAKM01000272_24600	778	PNEJI
CAKM01000272_28991	370	PNEJI
CAKM01000272_29602	807	PNEJI
CAKM01000272_31966	569	PNEJI
CAKM01000272_33776	1048	PNEJI
CAKM01000272_36591	1092	PNEJI
CAKM01000272_39071	1760	PNEJI
CAKM01000272_41384	424	PNEJI
CAKM01000272_42967	914	PNEJI
CAKM01000272_44585	1322	PNEJI
CAKM01000272_46432	457	PNEJI
CAKM01000272_47810	155	PNEJI
CAKM01000272_48450	483	PNEJI
CAKM01000272_49421	324	PNEJI
CAKM01000272_52357	317	PNEJI
CAKM01000272_55259	519	PNEJI
CAKM01000272_57732	376	PNEJI
CAKM01000272_58553	163	PNEJI
CAKM01000272_61344	260	PNEJI
CAKM01000272_65964	713	PNEJI
CAKM01000272_68216	223	PNEJI
CAKM01000272_69463	478	PNEJI
CAKM01000272_70602	312	PNEJI
CAKM01000272_71870	1392	PNEJI
CAKM01000272_73861	400	PNEJI
CAKM01000273_1022	543	PNEJI
CAKM01000273_1661	2234	PNEJI
CAKM01000273_5013	1316	PNEJI
CAKM01000273_8611	388	PNEJI
CAKM01000273_10978	213	PNEJI
CAKM01000273_12899	208	PNEJI
CAKM01000273_16293	309	PNEJI
CAKM01000273_17653	2195	PNEJI
CAKM01000273_22181	5998	PNEJI
CAKM01000273_29150	3312	PNEJI
CAKM01000273_33174	341	PNEJI
CAKM01000273_35074	165	PNEJI
CAKM01000273_37419	150	PNEJI
CAKM01000273_38262	59	PNEJI
CAKM01000273_41662	408	PNEJI
CAKM01000273_45033	267	PNEJI
CAKM01000273_45825	3501	PNEJI
CAKM01000273_51174	82	PNEJI
CAKM01000273_52848	511	PNEJI
CAKM01000273_54040	358	PNEJI
CAKM01000273_55144	412	PNEJI
CAKM01000273_58178	158	PNEJI
CAKM01000273_59217	2767	PNEJI
CAKM01000273_63059	331	PNEJI
CAKM01000273_65592	707	PNEJI
CAKM01000273_67935	1696	PNEJI
CAKM01000273_70796	839	PNEJI
CAKM01000273_73120	69	PNEJI
CAKM01000273_73591	180	PNEJI
CAKM01000273_74067	94	PNEJI
CAKM01000273_74662	222	PNEJI
CAKM01000273_76793	265	PNEJI
CAKM01000273_78459	398	PNEJI
CAKM01000273_79094	206	PNEJI
CAKM01000273_79838	1490	PNEJI
CAKM01000273_83784	655	PNEJI
CAKM01000273_84984	1787	PNEJI
CAKM01000273_87577	48	PNEJI
CAKM01000274_2997	617	PNEJI
CAKM01000274_3945	31	PNEJI
CAKM01000274_4433	619	PNEJI
CAKM01000274_6038	1365	PNEJI
CAKM01000274_9572	842	PNEJI
CAKM01000274_12512	2372	PNEJI
CAKM01000274_16660	435	PNEJI
CAKM01000274_17392	321	PNEJI
CAKM01000274_20830	501	PNEJI
CAKM01000274_23068	3213	PNEJI
CAKM01000274_27307	3	PNEJI
CAKM01000274_29765	4875	PNEJI
CAKM01000274_35681	303	PNEJI
CAKM01000274_36566	59	PNEJI
CAKM01000274_37395	46	PNEJI
CAKM01000274_38884	489	PNEJI
CAKM01000274_40504	113	PNEJI
CAKM01000275_2070	157	PNEJI
CAKM01000275_3589	100	PNEJI
CAKM01000275_6830	3701	PNEJI
CAKM01000275_13035	61	PNEJI
CAKM01000275_13734	24	PNEJI
CAKM01000275_14942	2583	PNEJI
CAKM01000275_20343	294	PNEJI
CAKM01000275_22599	512	PNEJI
CAKM01000275_25743	174	PNEJI
CAKM01000275_27680	371	PNEJI
CAKM01000275_30340	1250	PNEJI
CAKM01000275_34344	392	PNEJI
CAKM01000275_35360	5910	PNEJI
CAKM01000275_41759	704	PNEJI
CAKM01000275_42930	157	PNEJI
CAKM01000275_45481	3	PNEJI
CAKM01000275_46153	380	PNEJI
CAKM01000275_49003	173	PNEJI
CAKM01000275_52671	311	PNEJI
CAKM01000275_53815	217	PNEJI
CAKM01000275_66167	180	PNEJI
CAKM01000275_70452	2373	PNEJI
CAKM01000275_75198	176	PNEJI
CAKM01000276_1376	473	PNEJI
CAKM01000276_3079	651	PNEJI
CAKM01000276_5257	986	PNEJI
CAKM01000276_7466	720	PNEJI
CAKM01000276_9372	274	PNEJI
CAKM01000276_12404	240	PNEJI
CAKM01000276_15740	364	PNEJI
CAKM01000276_16817	122	PNEJI
CAKM01000276_17651	679	PNEJI
CAKM01000276_19452	482	PNEJI
CAKM01000276_21469	457	PNEJI
CAKM01000276_22545	446	PNEJI
CAKM01000276_23064	160	PNEJI
CAKM01000276_23484	586	PNEJI
CAKM01000276_27787	264	PNEJI
CAKM01000276_30087	352	PNEJI
CAKM01000276_37092	430	PNEJI
CAKM01000276_38747	938	PNEJI
CAKM01000276_40463	1303	PNEJI
CAKM01000276_42213	392	PNEJI
CAKM01000276_46417	82	PNEJI
CAKM01000276_46704	347	PNEJI
CAKM01000276_48034	61	PNEJI
CAKM01000276_48315	79	PNEJI
CAKM01000276_48585	49	PNEJI
CAKM01000276_50092	773	PNEJI
CAKM01000277_2866	14	PNEJI
CAKM01000277_5548	354	PNEJI
CAKM01000277_6395	492	PNEJI
CAKM01000277_8628	58	PNEJI
CAKM01000277_9166	601	PNEJI
CAKM01000277_10959	820	PNEJI
CAKM01000277_12830	381	PNEJI
CAKM01000277_14065	929	PNEJI
CAKM01000277_19315	247	PNEJI
CAKM01000277_20341	1910	PNEJI
CAKM01000278_812	409	PNEJI
CAKM01000278_1925	67	PNEJI
CAKM01000278_3446	2	PNEJI
CAKM01000278_6052	1952	PNEJI
CAKM01000278_8577	1209	PNEJI
CAKM01000278_10174	504	PNEJI
CAKM01000278_12376	1796	PNEJI
CAKM01000278_16752	66	PNEJI
CAKM01000278_17507	419	PNEJI
CAKM01000278_19313	68	PNEJI
CAKM01000278_20055	206	PNEJI
CAKM01000278_21275	10	PNEJI
CAKM01000278_22892	58	PNEJI
CAKM01000278_24547	1115	PNEJI
CAKM01000278_25916	444	PNEJI
CAKM01000278_28258	847	PNEJI
CAKM01000278_31675	2276	PNEJI
CAKM01000278_35244	114	PNEJI
CAKM01000278_39721	1165	PNEJI
CAKM01000278_43558	1357	PNEJI
CAKM01000278_45761	680	PNEJI
CAKM01000278_48834	1128	PNEJI
CAKM01000278_52672	43	PNEJI
CAKM01000278_53981	87	PNEJI
CAKM01000278_55263	1475	PNEJI
CAKM01000278_58937	578	PNEJI
CAKM01000278_59894	3115	PNEJI
CAKM01000278_64374	112	PNEJI
CAKM01000278_65411	102	PNEJI
CAKM01000278_66662	78	PNEJI
CAKM01000278_67984	616	PNEJI
CAKM01000278_69144	384	PNEJI
CAKM01000278_72913	534	PNEJI
CAKM01000278_73911	546	PNEJI
CAKM01000278_75010	259	PNEJI
CAKM01000278_77808	131	PNEJI
CAKM01000278_78293	50	PNEJI
CAKM01000278_79269	899	PNEJI
CAKM01000278_83008	2577	PNEJI
CAKM01000278_87283	63	PNEJI
CAKM01000278_88143	24	PNEJI
CAKM01000278_90634	241	PNEJI
CAKM01000278_94721	298	PNEJI
CAKM01000278_96351	196	PNEJI
CAKM01000278_97373	488	PNEJI
CAKM01000278_99571	615	PNEJI
CAKM01000278_102143	1535	PNEJI
CAKM01000278_104227	566	PNEJI
CAKM01000278_107015	97	PNEJI
CAKM01000278_107659	204	PNEJI
CAKM01000278_112640	403	PNEJI
CAKM01000278_114727	365	PNEJI
CAKM01000278_118258	120	PNEJI
CAKM01000278_120523	1474	PNEJI
CAKM01000278_123263	2991	PNEJI
CAKM01000279_1700	109	PNEJI
CAKM01000279_2070	548	PNEJI
CAKM01000279_4215	952	PNEJI
CAKM01000279_5871	2564	PNEJI
CAKM01000279_10718	437	PNEJI
CAKM01000279_12884	1129	PNEJI
CAKM01000279_15066	91	PNEJI
CAKM01000279_15722	2513	PNEJI
CAKM01000279_20094	260	PNEJI
CAKM01000279_23255	571	PNEJI
CAKM01000279_24919	1706	PNEJI
CAKM01000279_27120	95	PNEJI
CAKM01000279_27555	53	PNEJI
CAKM01000279_29261	505	PNEJI
CAKM01000279_33434	2053	PNEJI
CAKM01000279_38562	303	PNEJI
CAKM01000279_39559	71	PNEJI
CAKM01000279_42700	115	PNEJI
CAKM01000279_44582	1652	PNEJI
CAKM01000279_46316	1004	PNEJI
CAKM01000279_47722	2717	PNEJI
CAKM01000279_51129	35	PNEJI
CAKM01000279_51617	565	PNEJI
CAKM01000279_53989	250	PNEJI
CAKM01000279_57077	431	PNEJI
CAKM01000279_57979	849	PNEJI
CAKM01000279_60465	1554	PNEJI
CAKM01000279_64250	2339	PNEJI
CAKM01000279_68216	618	PNEJI
CAKM01000279_72255	318	PNEJI
CAKM01000279_73359	1181	PNEJI
CAKM01000279_75937	168	PNEJI
CAKM01000279_78306	713	PNEJI
CAKM01000279_81545	197	PNEJI
CAKM01000279_82914	645	PNEJI
CAKM01000279_84125	463	PNEJI
CAKM01000279_85209	555	PNEJI
CAKM01000279_87469	406	PNEJI
CAKM01000279_89187	12	PNEJI
CAKM01000279_91296	2725	PNEJI
CAKM01000279_97131	1317	PNEJI
CAKM01000279_100360	1053	PNEJI
CAKM01000279_103188	376	PNEJI
CAKM01000279_104770	252	PNEJI
CAKM01000279_105495	185	PNEJI
CAKM01000279_106602	709	PNEJI
CAKM01000279_109130	749	PNEJI
CAKM01000279_114062	2146	PNEJI
CAKM01000280_846	2499	PNEJI
CAKM01000280_4206	722	PNEJI
CAKM01000280_6356	182	PNEJI
CAKM01000280_7207	749	PNEJI
CAKM01000280_9384	723	PNEJI
CAKM01000280_10968	2848	PNEJI
CAKM01000280_15062	372	PNEJI
CAKM01000280_18485	740	PNEJI
CAKM01000280_20798	79	PNEJI
CAKM01000280_21727	158	PNEJI
CAKM01000280_22470	2361	PNEJI
CAKM01000280_26351	239	PNEJI
CAKM01000280_27248	3917	PNEJI
CAKM01000280_33584	317	PNEJI
CAKM01000280_35350	1547	PNEJI
CAKM01000280_37632	398	PNEJI
CAKM01000280_39304	924	PNEJI
CAKM01000280_43044	26	PNEJI
CAKM01000280_43614	2050	PNEJI
CAKM01000280_46324	29	PNEJI
CAKM01000280_47458	239	PNEJI
CAKM01000280_49926	1427	PNEJI
CAKM01000280_51546	81	PNEJI
CAKM01000280_53112	1595	PNEJI
CAKM01000280_55379	204	PNEJI
CAKM01000280_57559	836	PNEJI
CAKM01000280_58974	237	PNEJI
CAKM01000280_60726	398	PNEJI
CAKM01000280_63605	639	PNEJI
CAKM01000281_708	225	PNEJI
CAKM01000281_1288	227	PNEJI
CAKM01000281_2660	1690	PNEJI
CAKM01000281_6011	61	PNEJI
CAKM01000281_6923	227	PNEJI
CAKM01000281_10641	1132	PNEJI
CAKM01000281_13091	744	PNEJI
CAKM01000281_14692	46	PNEJI
CAKM01000281_15571	604	PNEJI
CAKM01000281_16247	145	PNEJI
CAKM01000281_19156	766	PNEJI
CAKM01000281_20497	97	PNEJI
CAKM01000281_23178	205	PNEJI
CAKM01000281_23749	3109	PNEJI
CAKM01000281_28594	682	PNEJI
CAKM01000281_29889	147	PNEJI
CAKM01000281_30449	559	PNEJI
CAKM01000281_32339	525	PNEJI
CAKM01000281_33342	112	PNEJI
CAKM01000281_37808	811	PNEJI
CAKM01000281_40900	1464	PNEJI
CAKM01000281_43756	1298	PNEJI
CAKM01000281_46774	269	PNEJI
CAKM01000281_49396	314	PNEJI
CAKM01000281_50233	22	PNEJI
CAKM01000281_50918	133	PNEJI
CAKM01000281_51943	1331	PNEJI
CAKM01000281_54099	138	PNEJI
CAKM01000281_55201	461	PNEJI
CAKM01000281_57473	90	PNEJI
CAKM01000281_58850	292	PNEJI
CAKM01000281_59800	267	PNEJI
CAKM01000281_62444	1373	PNEJI
CAKM01000281_64779	336	PNEJI
CAKM01000281_68060	506	PNEJI
CAKM01000281_69326	1078	PNEJI
CAKM01000281_72161	1130	PNEJI
CAKM01000281_74282	577	PNEJI
CAKM01000281_76123	3534	PNEJI
CAKM01000281_82460	204	PNEJI
CAKM01000281_85114	736	PNEJI
CAKM01000281_87625	1032	PNEJI
CAKM01000281_90746	370	PNEJI
CAKM01000281_92751	786	PNEJI
CAKM01000281_94797	92	PNEJI
CAKM01000281_95503	142	PNEJI
CAKM01000281_99738	352	PNEJI
CAKM01000281_100333	3173	PNEJI
CAKM01000281_107535	528	PNEJI
CAKM01000281_108891	548	PNEJI
CAKM01000281_110338	582	PNEJI
CAKM01000281_113468	429	PNEJI
CAKM01000281_115085	1717	PNEJI
CAKM01000281_118681	2780	PNEJI
CAKM01000281_124146	918	PNEJI
CAKM01000281_125688	874	PNEJI
CAKM01000281_127046	594	PNEJI
CAKM01000282_3237	64	PNEJI
CAKM01000282_3612	236	PNEJI
CAKM01000282_23328	82	PNEJI
CAKM01000282_24090	763	PNEJI
CAKM01000282_26691	617	PNEJI
CAKM01000282_27773	2480	PNEJI
CAKM01000282_33761	1017	PNEJI
CAKM01000282_35641	1143	PNEJI
CAKM01000282_37933	1104	PNEJI
CAKM01000282_40416	1312	PNEJI
CAKM01000282_43627	174	PNEJI
CAKM01000282_45611	75	PNEJI
CAKM01000282_46907	27	PNEJI
CAKM01000282_48138	585	PNEJI
CAKM01000282_49854	7850	PNEJI
CAKM01000282_58480	71	PNEJI
CAKM01000282_59563	212	PNEJI
CAKM01000282_61059	1314	PNEJI
CAKM01000282_63395	726	PNEJI
CAKM01000282_65577	909	PNEJI
CAKM01000282_67556	293	PNEJI
CAKM01000282_69172	223	PNEJI
CAKM01000282_70223	2162	PNEJI
CAKM01000282_73861	1426	PNEJI
CAKM01000282_76398	1291	PNEJI
CAKM01000282_81598	1790	PNEJI
CAKM01000282_88053	1156	PNEJI
CAKM01000282_90710	417	PNEJI
CAKM01000282_92811	312	PNEJI
CAKM01000282_95679	2941	PNEJI
CAKM01000282_99741	1079	PNEJI
CAKM01000282_102829	326	PNEJI
CAKM01000282_104025	855	PNEJI
CAKM01000283_399	239	PNEJI
CAKM01000283_1342	2729	PNEJI
CAKM01000283_5196	286	PNEJI
CAKM01000283_6715	1363	PNEJI
CAKM01000283_8373	4969	PNEJI
CAKM01000283_13746	988	PNEJI
CAKM01000283_15902	493	PNEJI
